From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),CH4 (),Xylene (ug/m3),AT (degree C),RF (mm)
2023-02-16 23:00:00,2023-02-17 00:00:00,153.0,191.1,,57.97,,,12.64,,,,,,,97.02,0.59,312.72,218.7,,,,,,
2023-02-17 00:00:00,2023-02-17 01:00:00,173.0,214.7,,46.06,,,11.64,,,,,,,97.02,0.41,305.28,218.8,,,,,,
2023-02-17 01:00:00,2023-02-17 02:00:00,203.97,248.03,,38.85,,,15.07,,,,,,,97.02,0.32,286.49,218.47,,,,,,
2023-02-17 02:00:00,2023-02-17 03:00:00,151.13,189.43,,38.18,,,15.61,,,,,,,97.02,0.31,285.89,218.67,,,,,,
2023-02-17 03:00:00,2023-02-17 04:00:00,181.25,221.23,,37.5,,,12.09,,,,,,,97.02,0.24,277.27,218.47,,,,,,
2023-02-17 04:00:00,2023-02-17 05:00:00,198.22,239.53,,36.07,,,15.39,,,,,,,97.02,0.28,288.25,218.4,,,,,,
2023-02-17 05:00:00,2023-02-17 06:00:00,200.35,238.1,,30.83,,,15.09,,,,,,,97.02,0.3,299.78,218.53,,,,,,
2023-02-17 06:00:00,2023-02-17 07:00:00,197.55,226.45,,29.89,,,15.0,,,,,,,97.02,0.35,307.7,218.45,,,,,,
2023-02-17 07:00:00,2023-02-17 08:00:00,172.95,227.72,,34.31,,,19.54,,,,,,,97.02,0.39,302.73,218.53,,,,,,
2023-02-17 08:00:00,2023-02-17 09:00:00,179.6,227.05,,40.76,,,19.52,,,,,,,97.02,0.6,305.65,218.7,,,,,,
2023-02-17 09:00:00,2023-02-17 10:00:00,263.25,347.23,,73.19,,,8.1,,,,,,,95.84,1.08,318.28,219.1,,,,,,
2023-02-17 10:00:00,2023-02-17 11:00:00,302.55,418.7,,93.8,,,5.33,,,,,,,71.6,1.74,328.4,219.27,,,,,,
2023-02-17 11:00:00,2023-02-17 12:00:00,278.12,,,47.65,,,4.15,,,,,,,54.72,1.95,328.05,220.05,,,,,,
2023-02-17 12:00:00,2023-02-17 13:00:00,48.87,114.37,,40.4,,,7.55,,,,,,,44.72,3.18,354.34,220.63,,,,,,
2023-02-17 13:00:00,2023-02-17 14:00:00,93.05,127.7,,39.57,,,7.14,,,,,,,39.33,3.3,179.1,220.45,,,,,,
2023-02-17 14:00:00,2023-02-17 15:00:00,139.03,192.97,,39.35,,,7.05,,,,,,,39.72,2.75,234.64,220.5,,,,,,
2023-02-17 15:00:00,2023-02-17 16:00:00,128.47,179.2,,46.91,,,8.2,,,,,,,41.12,1.75,349.69,220.15,,,,,,
2023-02-17 16:00:00,2023-02-17 17:00:00,115.73,161.6,,50.96,,,9.41,,,,,,,45.46,1.01,342.1,219.22,,,,,,
2023-02-17 17:00:00,2023-02-17 18:00:00,120.55,160.9,,114.23,,,9.59,,,,,,,58.3,0.71,341.33,219.17,,,,,,
2023-02-17 18:00:00,2023-02-17 19:00:00,138.82,180.88,,154.58,,,8.28,,,,,,,73.83,0.59,349.1,218.78,,,,,,
2023-02-17 19:00:00,2023-02-17 20:00:00,148.52,193.52,,153.05,,,11.91,,,,,,,86.93,0.55,346.75,217.82,,,,,,
2023-02-17 20:00:00,2023-02-17 21:00:00,257.33,301.9,,135.61,,,14.28,,,,,,,95.18,0.35,320.51,218.87,,,,,,
2023-02-17 21:00:00,2023-02-17 22:00:00,280.68,314.32,,107.3,,,10.07,,,,,,,97.02,0.64,330.65,218.85,,,,,,
2023-02-17 22:00:00,2023-02-17 23:00:00,147.97,166.12,,84.06,,,13.02,,,,,,,97.02,0.63,325.0,218.63,,,,,,
2023-02-17 23:00:00,2023-02-18 00:00:00,271.8,301.47,,61.67,,,13.47,,,,,,,97.02,0.59,319.12,218.6,,,,,,
2023-02-18 00:00:00,2023-02-18 01:00:00,188.25,211.07,,47.7,,,9.45,,,,,,,97.02,0.5,318.36,218.67,,,,,,
2023-02-18 01:00:00,2023-02-18 02:00:00,296.68,326.38,,38.9,,,11.11,,,,,,,97.02,0.48,315.22,218.58,,,,,,
2023-02-18 02:00:00,2023-02-18 03:00:00,186.95,210.52,,35.67,,,11.13,,,,,,,97.02,0.39,312.82,218.3,,,,,,
2023-02-18 03:00:00,2023-02-18 04:00:00,141.4,179.67,,32.26,,,8.54,,,,,,,97.02,0.32,300.37,218.43,,,,,,
2023-02-18 04:00:00,2023-02-18 05:00:00,228.32,292.07,,32.81,,,12.13,,,,,,,97.02,0.32,299.56,218.38,,,,,,
2023-02-18 05:00:00,2023-02-18 06:00:00,253.5,359.2,,33.42,,,11.88,,,,,,,97.02,0.28,304.99,218.3,,,,,,
2023-02-18 06:00:00,2023-02-18 07:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 07:00:00,2023-02-18 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 08:00:00,2023-02-18 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 09:00:00,2023-02-18 10:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 10:00:00,2023-02-18 11:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 11:00:00,2023-02-18 12:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 12:00:00,2023-02-18 13:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 13:00:00,2023-02-18 14:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 14:00:00,2023-02-18 15:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 15:00:00,2023-02-18 16:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 16:00:00,2023-02-18 17:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 17:00:00,2023-02-18 18:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 18:00:00,2023-02-18 19:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 19:00:00,2023-02-18 20:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 20:00:00,2023-02-18 21:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 21:00:00,2023-02-18 22:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 22:00:00,2023-02-18 23:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 23:00:00,2023-02-19 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19 00:00:00,2023-02-19 01:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19 01:00:00,2023-02-19 02:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19 02:00:00,2023-02-19 03:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19 03:00:00,2023-02-19 04:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19 04:00:00,2023-02-19 05:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19 05:00:00,2023-02-19 06:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19 06:00:00,2023-02-19 07:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19 07:00:00,2023-02-19 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19 08:00:00,2023-02-19 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19 09:00:00,2023-02-19 10:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19 10:00:00,2023-02-19 11:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19 11:00:00,2023-02-19 12:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19 12:00:00,2023-02-19 13:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19 13:00:00,2023-02-19 14:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19 14:00:00,2023-02-19 15:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19 15:00:00,2023-02-19 16:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19 16:00:00,2023-02-19 17:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19 17:00:00,2023-02-19 18:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19 18:00:00,2023-02-19 19:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19 19:00:00,2023-02-19 20:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19 20:00:00,2023-02-19 21:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19 21:00:00,2023-02-19 22:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19 22:00:00,2023-02-19 23:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-19 23:00:00,2023-02-20 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-20 00:00:00,2023-02-20 01:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-20 01:00:00,2023-02-20 02:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-20 02:00:00,2023-02-20 03:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-20 03:00:00,2023-02-20 04:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-20 04:00:00,2023-02-20 05:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-20 05:00:00,2023-02-20 06:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-20 06:00:00,2023-02-20 07:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-20 07:00:00,2023-02-20 08:00:00,235.4,323.7,,26.16,,,4.26,,,,,,,97.02,0.41,305.23,218.55,,,,,,
2023-02-20 08:00:00,2023-02-20 09:00:00,232.95,310.67,,33.62,,,5.5,,,,,,,97.02,0.65,309.5,218.9,,,,,,
2023-02-20 09:00:00,2023-02-20 10:00:00,228.6,297.43,,37.63,,,4.2,,,,,,,84.28,1.22,325.57,219.2,,,,,,
2023-02-20 10:00:00,2023-02-20 11:00:00,312.93,332.3,,50.2,,,6.14,,,,,,,52.88,1.92,333.23,219.5,,,,,,
2023-02-20 11:00:00,2023-02-20 12:00:00,117.95,69.3,,62.99,,,7.26,,,,,,,47.22,2.11,167.62,220.22,,,,,,
2023-02-20 12:00:00,2023-02-20 13:00:00,22.8,36.75,,50.07,,,10.39,,,,,,,48.19,3.8,9.33,220.32,,,,,,
2023-02-20 13:00:00,2023-02-20 14:00:00,,,,51.98,,,12.68,,,,,,,,4.01,12.18,220.82,,,,,,
2023-02-20 14:00:00,2023-02-20 15:00:00,115.2,148.9,,49.96,,,10.99,,,,,,,,3.12,268.3,220.35,,,,,,
2023-02-20 15:00:00,2023-02-20 16:00:00,132.35,175.65,,49.5,,,9.72,,,,,,,39.06,2.13,346.72,220.65,,,,,,
2023-02-20 16:00:00,2023-02-20 17:00:00,123.28,171.85,,51.74,,,11.64,,,,,,,42.45,1.19,345.68,219.88,,,,,,
2023-02-20 17:00:00,2023-02-20 18:00:00,147.2,200.83,,74.41,,,11.81,,,,,,,49.83,0.82,339.51,219.18,,,,,,
2023-02-20 18:00:00,2023-02-20 19:00:00,134.7,176.15,,98.06,,,7.24,,,,,,,62.41,0.65,350.51,218.9,,,,,,
2023-02-20 19:00:00,2023-02-20 20:00:00,179.72,220.55,,89.09,,,9.23,,,,,,,71.62,0.56,349.83,218.7,,,,,,
2023-02-20 20:00:00,2023-02-20 21:00:00,119.58,150.95,,71.04,,,10.06,,,,,,,78.64,0.57,350.92,218.32,,,,,,
2023-02-20 21:00:00,2023-02-20 22:00:00,110.25,141.85,,42.98,,,9.25,,,,,,,85.16,0.54,350.02,218.13,,,,,,
2023-02-20 22:00:00,2023-02-20 23:00:00,129.6,165.2,,44.63,,,11.2,,,,,,,90.78,0.37,331.64,218.57,,,,,,
2023-02-20 23:00:00,2023-02-21 00:00:00,140.57,178.6,,42.05,,,5.62,,,,,,,89.81,0.26,230.79,218.93,,,,,,
2023-02-21 00:00:00,2023-02-21 01:00:00,107.78,134.85,,40.33,,,7.85,,,,,,,94.77,0.46,253.76,218.88,,,,,,
2023-02-21 01:00:00,2023-02-21 02:00:00,123.25,157.67,,36.17,,,10.35,,,,,,,96.5,0.65,328.22,218.68,,,,,,
2023-02-21 02:00:00,2023-02-21 03:00:00,144.23,172.77,,36.18,,,10.15,,,,,,,97.02,0.64,324.55,218.78,,,,,,
2023-02-21 03:00:00,2023-02-21 04:00:00,102.98,122.0,,31.94,,,9.93,,,,,,,96.2,0.64,320.55,218.73,,,,,,
2023-02-21 04:00:00,2023-02-21 05:00:00,118.33,134.1,,30.8,,,12.24,,,,,,,94.52,0.63,325.85,218.73,,,,,,
2023-02-21 05:00:00,2023-02-21 06:00:00,118.62,134.2,,35.22,,,11.07,,,,,,,97.02,0.54,320.8,218.8,,,,,,
2023-02-21 06:00:00,2023-02-21 07:00:00,290.5,310.85,,31.8,,,8.92,,,,,,,97.02,0.46,314.89,218.55,,,,,,
2023-02-21 07:00:00,2023-02-21 08:00:00,104.45,119.33,,31.57,,,11.24,,,,,,,97.02,0.5,300.89,218.73,,,,,,
2023-02-21 08:00:00,2023-02-21 09:00:00,108.22,144.62,,30.54,,,9.96,,,,,,,85.81,0.65,311.85,219.05,,,,,,
2023-02-21 09:00:00,2023-02-21 10:00:00,304.7,379.0,,34.09,,,7.64,,,,,,,55.91,1.43,333.59,219.22,,,,,,
2023-02-21 10:00:00,2023-02-21 11:00:00,333.5,,,42.71,,,9.92,,,,,,,42.99,1.63,178.89,220.03,,,,,,
2023-02-21 11:00:00,2023-02-21 12:00:00,79.37,140.05,,60.42,,,9.5,,,,,,,36.05,2.33,331.67,220.08,,,,,,
2023-02-21 12:00:00,2023-02-21 13:00:00,211.72,196.6,,61.07,,,8.83,,,,,,,33.64,3.91,349.32,220.55,,,,,,
2023-02-21 13:00:00,2023-02-21 14:00:00,118.95,260.25,,40.33,,,9.81,,,,,,,33.21,4.53,96.42,220.72,,,,,,
2023-02-21 14:00:00,2023-02-21 15:00:00,,,,35.94,,,9.31,,,,,,,,3.48,180.1,220.85,,,,,,
2023-02-21 15:00:00,2023-02-21 16:00:00,,,,35.8,,,9.18,,,,,,,,2.47,6.26,220.7,,,,,,
2023-02-21 16:00:00,2023-02-21 17:00:00,63.9,82.9,,40.44,,,11.41,,,,,,,,1.22,354.49,219.77,,,,,,
2023-02-21 17:00:00,2023-02-21 18:00:00,176.35,202.15,,61.65,,,10.96,,,,,,,54.6,0.78,351.86,218.88,,,,,,
2023-02-21 18:00:00,2023-02-21 19:00:00,446.7,463.8,,108.22,,,6.99,,,,,,,72.23,0.58,350.44,218.4,,,,,,
2023-02-21 19:00:00,2023-02-21 20:00:00,173.35,184.45,,112.24,,,8.41,,,,,,,85.49,0.45,331.09,218.05,,,,,,
2023-02-21 20:00:00,2023-02-21 21:00:00,67.15,75.05,,89.91,,,6.69,,,,,,,93.66,0.41,323.7,219.22,,,,,,
2023-02-21 21:00:00,2023-02-21 22:00:00,79.73,95.77,,60.7,,,8.35,,,,,,,97.02,0.66,326.68,219.17,,,,,,
2023-02-21 22:00:00,2023-02-21 23:00:00,126.55,157.45,,61.47,,,8.43,,,,,,,97.02,0.66,317.07,218.98,,,,,,
2023-02-21 23:00:00,2023-02-22 00:00:00,147.07,191.9,,52.97,,,7.16,,,,,,,97.02,0.56,316.62,218.93,,,,,,
2023-02-22 00:00:00,2023-02-22 01:00:00,120.4,163.5,,34.06,,,8.81,,,,,,,97.02,0.4,305.36,218.9,,,,,,
2023-02-22 01:00:00,2023-02-22 02:00:00,100.7,133.03,,31.72,,,10.56,,,,,,,97.02,0.37,301.06,218.92,,,,,,
2023-02-22 02:00:00,2023-02-22 03:00:00,120.38,151.07,,32.67,,,11.05,,,,,,,97.02,0.32,305.12,218.8,,,,,,
2023-02-22 03:00:00,2023-02-22 04:00:00,123.53,147.38,,31.93,,,6.59,,,,,,,97.02,0.35,299.3,218.9,,,,,,
2023-02-22 04:00:00,2023-02-22 05:00:00,111.55,137.57,,30.82,,,8.27,,,,,,,97.02,0.36,307.37,218.55,,,,,,
2023-02-22 05:00:00,2023-02-22 06:00:00,233.2,273.82,,31.59,,,8.16,,,,,,,97.02,0.38,312.76,218.75,,,,,,
2023-02-22 06:00:00,2023-02-22 07:00:00,167.2,195.78,,28.7,,,4.71,,,,,,,97.02,0.44,313.44,218.53,,,,,,
2023-02-22 07:00:00,2023-02-22 08:00:00,106.9,128.4,,27.8,,,5.72,,,,,,,97.02,0.53,316.53,218.85,,,,,,
2023-02-22 08:00:00,2023-02-22 09:00:00,189.5,262.68,,39.16,,,6.33,,,,,,,97.02,0.67,317.92,218.8,,,,,,
2023-02-22 09:00:00,2023-02-22 10:00:00,141.12,175.5,,44.03,,,9.09,,,,,,,97.02,1.0,323.52,219.05,,,,,,
2023-02-22 10:00:00,2023-02-22 11:00:00,158.45,187.43,,43.99,,,11.12,,,,,,,95.48,1.62,329.15,219.18,,,,,,
2023-02-22 11:00:00,2023-02-22 12:00:00,82.57,107.67,,48.98,,,10.97,,,,,,,76.27,2.42,338.44,219.55,,,,,,
2023-02-22 12:00:00,2023-02-22 13:00:00,130.4,181.85,,61.51,,,7.71,,,,,,,55.49,2.48,257.92,220.25,,,,,,
2023-02-22 13:00:00,2023-02-22 14:00:00,133.12,182.82,,53.64,,,9.29,,,,,,,45.93,3.57,353.72,220.22,,,,,,
2023-02-22 14:00:00,2023-02-22 15:00:00,145.93,206.38,,37.88,,,10.31,,,,,,,32.1,3.24,267.03,220.55,,,,,,
2023-02-22 15:00:00,2023-02-22 16:00:00,105.4,143.05,,39.01,,,9.01,,,,,,,28.79,2.3,348.7,220.72,,,,,,
2023-02-22 16:00:00,2023-02-22 17:00:00,87.72,119.93,,38.96,,,10.97,,,,,,,30.41,1.23,344.96,219.75,,,,,,
2023-02-22 17:00:00,2023-02-22 18:00:00,107.25,147.2,,61.62,,,10.04,,,,,,,41.95,0.79,341.26,218.88,,,,,,
2023-02-22 18:00:00,2023-02-22 19:00:00,105.18,137.62,,102.84,,,10.57,,,,,,,54.93,0.59,263.26,218.7,,,,,,
2023-02-22 19:00:00,2023-02-22 20:00:00,127.72,156.53,,99.96,,,14.33,,,,,,,71.88,0.56,345.51,218.23,,,,,,
2023-02-22 20:00:00,2023-02-22 21:00:00,145.97,174.22,,90.89,,,15.66,,,,,,,83.25,0.55,348.83,217.83,,,,,,
2023-02-22 21:00:00,2023-02-22 22:00:00,112.72,135.45,,78.91,,,11.43,,,,,,,92.17,0.41,327.56,218.32,,,,,,
2023-02-22 22:00:00,2023-02-22 23:00:00,163.97,189.25,,69.64,,,14.17,,,,,,,96.74,0.63,329.14,218.47,,,,,,
2023-02-22 23:00:00,2023-02-23 00:00:00,77.93,96.27,,54.89,,,14.31,,,,,,,97.02,0.62,325.07,218.67,,,,,,
2023-02-23 00:00:00,2023-02-23 01:00:00,111.53,135.98,,54.0,,,8.12,,,,,,,97.02,0.52,320.76,218.37,,,,,,
2023-02-23 01:00:00,2023-02-23 02:00:00,104.22,129.1,,48.98,,,9.16,,,,,,,97.02,0.48,318.14,218.47,,,,,,
2023-02-23 02:00:00,2023-02-23 03:00:00,117.62,143.8,,41.62,,,8.88,,,,,,,97.02,0.35,307.06,218.32,,,,,,
2023-02-23 03:00:00,2023-02-23 04:00:00,92.73,115.9,,40.14,,,8.82,,,,,,,97.02,0.29,292.86,218.47,,,,,,
2023-02-23 04:00:00,2023-02-23 05:00:00,106.28,132.85,,42.07,,,10.37,,,,,,,97.02,0.26,291.22,218.43,,,,,,
2023-02-23 05:00:00,2023-02-23 06:00:00,97.15,123.13,,39.47,,,9.7,,,,,,,97.02,0.27,293.03,218.25,,,,,,
2023-02-23 06:00:00,2023-02-23 07:00:00,98.33,125.12,,40.79,,,6.65,,,,,,,97.02,0.28,290.86,218.35,,,,,,
2023-02-23 07:00:00,2023-02-23 08:00:00,109.6,142.28,,45.79,,,7.71,,,,,,,97.02,0.32,293.36,218.45,,,,,,
2023-02-23 08:00:00,2023-02-23 09:00:00,193.57,276.25,,46.04,,,6.59,,,,,,,95.2,0.55,305.35,218.62,,,,,,
2023-02-23 09:00:00,2023-02-23 10:00:00,383.15,492.2,,38.88,,,8.66,,,,,,,62.98,1.04,323.66,219.1,,,,,,
2023-02-23 10:00:00,2023-02-23 11:00:00,36.73,86.0,,43.48,,,10.72,,,,,,,43.15,1.79,251.76,219.4,,,,,,
2023-02-23 11:00:00,2023-02-23 12:00:00,45.45,49.92,,36.49,,,12.84,,,,,,,33.35,3.23,171.8,220.2,,,,,,
2023-02-23 12:00:00,2023-02-23 13:00:00,36.9,42.0,,32.66,,,8.63,,,,,,,27.0,5.08,13.03,220.45,,,,,,
2023-02-23 13:00:00,2023-02-23 14:00:00,,,,33.31,,,11.02,,,,,,,,5.32,14.03,220.45,,,,,,
2023-02-23 14:00:00,2023-02-23 15:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-23 15:00:00,2023-02-23 16:00:00,48.4,68.5,,23.73,,,8.43,,,,,,,24.46,2.39,334.42,220.7,,,,,,
2023-02-23 16:00:00,2023-02-23 17:00:00,40.6,57.45,,23.12,,,4.63,,,,,,,25.93,1.32,353.32,220.0,,,,,,
2023-02-23 17:00:00,2023-02-23 18:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-23 18:00:00,2023-02-23 19:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-23 19:00:00,2023-02-23 20:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-23 20:00:00,2023-02-23 21:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-23 21:00:00,2023-02-23 22:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-23 22:00:00,2023-02-23 23:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-23 23:00:00,2023-02-24 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-24 00:00:00,2023-02-24 01:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-24 01:00:00,2023-02-24 02:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-24 02:00:00,2023-02-24 03:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-24 03:00:00,2023-02-24 04:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-24 04:00:00,2023-02-24 05:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-24 05:00:00,2023-02-24 06:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-24 06:00:00,2023-02-24 07:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-24 07:00:00,2023-02-24 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-24 08:00:00,2023-02-24 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-24 09:00:00,2023-02-24 10:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-24 10:00:00,2023-02-24 11:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-24 11:00:00,2023-02-24 12:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-24 12:00:00,2023-02-24 13:00:00,193.0,,,36.09,,,10.8,,,,,,,27.87,4.54,179.82,220.3,,,,,,
2023-02-24 13:00:00,2023-02-24 14:00:00,83.62,144.9,,33.4,,,12.52,,,,,,,24.07,4.5,96.37,220.9,,,,,,
2023-02-24 14:00:00,2023-02-24 15:00:00,72.08,100.05,,33.71,,,11.58,,,,,,,25.08,3.6,267.21,220.38,,,,,,
2023-02-24 15:00:00,2023-02-24 16:00:00,101.53,136.85,,36.26,,,9.34,,,,,,,26.35,2.35,347.73,220.47,,,,,,
2023-02-24 16:00:00,2023-02-24 17:00:00,78.6,245.93,,40.64,,,11.28,,,,,,,30.2,1.36,353.71,219.65,,,,,,
2023-02-24 17:00:00,2023-02-24 18:00:00,65.83,116.95,,54.89,,,10.62,,,,,,,38.59,0.8,349.49,219.05,,,,,,
2023-02-24 18:00:00,2023-02-24 19:00:00,41.25,50.08,,116.04,,,8.72,,,,,,,54.72,0.58,350.42,218.2,,,,,,
2023-02-24 19:00:00,2023-02-24 20:00:00,169.27,178.87,,123.13,,,12.27,,,,,,,70.19,0.57,352.78,217.65,,,,,,
2023-02-24 20:00:00,2023-02-24 21:00:00,,,,113.05,,,13.91,,,,,,,79.78,0.55,268.73,217.53,,,,,,
2023-02-24 21:00:00,2023-02-24 22:00:00,159.2,169.57,,99.26,,,8.85,,,,,,,86.34,0.52,342.97,217.48,,,,,,
2023-02-24 22:00:00,2023-02-24 23:00:00,93.3,112.45,,86.78,,,11.45,,,,,,,91.31,0.36,326.86,218.15,,,,,,
2023-02-24 23:00:00,2023-02-25 00:00:00,191.97,213.87,,63.07,,,8.77,,,,,,,94.93,0.58,335.63,218.93,,,,,,
2023-02-25 00:00:00,2023-02-25 01:00:00,151.47,164.85,,63.5,,,8.88,,,,,,,97.01,0.63,325.46,218.65,,,,,,
2023-02-25 01:00:00,2023-02-25 02:00:00,69.27,82.8,,57.09,,,10.62,,,,,,,97.02,0.6,318.96,218.43,,,,,,
2023-02-25 02:00:00,2023-02-25 03:00:00,107.9,132.18,,46.05,,,10.9,,,,,,,97.02,0.41,298.8,218.38,,,,,,
2023-02-25 03:00:00,2023-02-25 04:00:00,132.12,164.82,,41.35,,,8.46,,,,,,,97.02,0.26,285.56,218.4,,,,,,
2023-02-25 04:00:00,2023-02-25 05:00:00,129.2,163.0,,40.91,,,9.06,,,,,,,97.02,0.23,260.68,218.35,,,,,,
2023-02-25 05:00:00,2023-02-25 06:00:00,99.6,124.65,,34.63,,,8.48,,,,,,,97.02,0.21,256.8,218.3,,,,,,
2023-02-25 06:00:00,2023-02-25 07:00:00,111.45,140.07,,30.17,,,8.11,,,,,,,97.02,0.18,271.67,218.32,,,,,,
2023-02-25 07:00:00,2023-02-25 08:00:00,124.02,158.1,,33.22,,,10.26,,,,,,,97.02,0.23,279.98,218.27,,,,,,
2023-02-25 08:00:00,2023-02-25 09:00:00,207.68,261.18,,53.03,,,7.43,,,,,,,93.46,0.5,306.73,218.7,,,,,,
2023-02-25 09:00:00,2023-02-25 10:00:00,253.53,310.6,,52.24,,,6.25,,,,,,,63.52,1.18,321.58,219.05,,,,,,
2023-02-25 10:00:00,2023-02-25 11:00:00,78.27,112.35,,50.78,,,8.14,,,,,,,44.63,1.63,257.19,219.82,,,,,,
2023-02-25 11:00:00,2023-02-25 12:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-25 12:00:00,2023-02-25 13:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-25 13:00:00,2023-02-25 14:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-25 14:00:00,2023-02-25 15:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-25 15:00:00,2023-02-25 16:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-25 16:00:00,2023-02-25 17:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-25 17:00:00,2023-02-25 18:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-25 18:00:00,2023-02-25 19:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-25 19:00:00,2023-02-25 20:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-25 20:00:00,2023-02-25 21:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-25 21:00:00,2023-02-25 22:00:00,,,,,,,,,,,,,,,,,,,,,,,
2023-02-25 22:00:00,2023-02-25 23:00:00,,,,,,,,,,,,,,,,,,,,,,,
