From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2023-03-09 14:00:00,2023-03-09 15:00:00,29.8,129.67,16.56,31.64,29.88,36.54,26.57,0.6,41.05,0.88,1.69,0.64,1.42,41.26,1.8,262.08,994.83,0.73,27.63,0.0
2023-03-09 15:00:00,2023-03-09 16:00:00,68.53,129.03,15.71,29.62,28.1,33.36,13.42,0.6,40.4,0.84,1.52,0.64,1.38,42.08,1.76,269.67,995.33,0.74,27.54,0.0
2023-03-09 16:00:00,2023-03-09 17:00:00,59.88,115.0,16.96,29.68,29.14,35.14,12.08,0.6,35.9,0.89,1.63,0.7,1.48,43.7,1.51,265.7,995.2,0.7,26.54,0.0
2023-03-09 17:00:00,2023-03-09 18:00:00,48.18,127.6,15.87,31.83,29.36,36.15,12.01,0.45,34.0,0.87,1.51,0.67,1.37,43.54,1.28,266.3,994.9,0.75,25.3,0.0
2023-03-09 18:00:00,2023-03-09 19:00:00,58.65,119.3,17.13,35.02,32.05,40.16,13.05,,25.35,0.86,1.56,0.7,1.49,45.05,1.27,261.11,995.05,0.77,24.77,0.0
2023-03-09 19:00:00,2023-03-09 20:00:00,56.52,176.62,19.4,39.81,36.4,47.8,13.91,,17.25,0.95,1.77,0.69,1.73,49.49,1.24,265.82,994.38,0.86,24.13,0.0
2023-03-09 20:00:00,2023-03-09 21:00:00,74.12,235.2,21.65,40.97,38.79,46.61,14.54,,16.48,1.05,3.48,1.11,3.57,51.36,1.32,264.18,995.4,1.4,23.94,0.0
2023-03-09 21:00:00,2023-03-09 22:00:00,111.6,274.07,22.98,36.72,37.62,45.22,16.75,,16.17,1.1,3.8,1.18,4.2,54.52,1.3,258.12,995.45,1.59,24.0,0.0
2023-03-09 22:00:00,2023-03-09 23:00:00,72.77,205.15,23.69,38.07,38.94,45.59,16.37,,15.83,1.11,4.14,1.25,4.37,57.61,1.03,252.93,995.83,1.66,22.17,0.0
2023-03-09 23:00:00,2023-03-10 00:00:00,65.5,101.83,22.97,37.08,37.84,45.92,12.91,,13.26,1.12,3.96,1.2,4.24,59.8,1.13,252.75,995.43,1.65,21.7,0.0
2023-03-10 00:00:00,2023-03-10 01:00:00,67.13,241.17,25.58,38.45,40.63,48.5,15.86,,16.13,1.15,3.98,1.18,4.19,59.44,1.24,263.25,996.42,1.64,22.47,0.0
2023-03-10 01:00:00,2023-03-10 02:00:00,62.83,597.05,22.78,34.33,36.22,46.18,15.29,,16.43,1.13,3.88,1.13,4.04,61.83,1.24,263.42,996.17,1.62,21.68,0.0
2023-03-10 02:00:00,2023-03-10 03:00:00,48.4,609.87,20.27,34.27,34.19,43.73,15.18,,16.21,1.16,3.84,1.07,3.74,64.31,1.12,264.09,996.75,1.56,20.67,0.0
2023-03-10 03:00:00,2023-03-10 04:00:00,54.03,151.83,18.62,34.31,32.88,43.47,18.99,,15.98,1.14,3.54,1.0,3.31,64.75,,,997.43,1.55,19.3,0.0
2023-03-10 04:00:00,2023-03-10 05:00:00,50.62,136.9,19.8,33.24,33.27,43.63,19.79,,15.84,1.17,3.93,1.03,3.44,65.65,0.52,255.79,997.78,1.53,19.69,0.0
2023-03-10 05:00:00,2023-03-10 06:00:00,51.93,136.6,19.56,34.25,33.6,45.7,20.61,,16.03,1.15,3.77,0.97,3.19,67.23,0.96,259.54,998.47,1.47,20.95,0.0
2023-03-10 06:00:00,2023-03-10 07:00:00,62.15,152.85,19.86,37.55,35.57,51.91,20.6,,16.05,1.18,3.49,0.9,2.77,69.57,2.9,270.34,998.98,1.35,23.12,0.0
2023-03-10 07:00:00,2023-03-10 08:00:00,71.02,134.25,19.34,35.62,34.2,50.81,20.73,,16.16,1.14,3.14,0.81,2.33,67.12,2.42,265.68,998.6,1.21,23.43,0.0
2023-03-10 08:00:00,2023-03-10 09:00:00,68.97,167.18,17.15,35.04,32.11,47.49,20.76,,16.14,1.11,3.05,0.81,2.33,60.81,1.28,267.37,996.38,1.25,24.51,0.0
2023-03-10 09:00:00,2023-03-10 10:00:00,81.7,181.62,15.91,36.28,31.72,45.26,7.76,,18.33,1.05,2.65,0.72,1.96,55.41,1.55,270.53,996.3,1.06,25.67,0.0
2023-03-10 10:00:00,2023-03-10 11:00:00,78.3,178.97,15.33,31.17,28.58,41.43,6.15,,25.89,1.0,2.67,0.74,2.04,49.42,1.6,267.7,995.12,1.03,25.32,0.0
2023-03-10 11:00:00,2023-03-10 12:00:00,73.25,144.65,18.58,31.62,31.44,43.12,5.94,,36.64,0.98,2.71,0.72,1.95,45.94,1.61,272.99,996.18,1.04,26.0,0.0
2023-03-10 12:00:00,2023-03-10 13:00:00,62.35,155.77,17.98,30.76,30.5,41.5,26.71,,42.69,0.96,2.62,0.68,1.78,42.35,1.44,266.55,995.95,0.91,26.55,0.0
2023-03-10 13:00:00,2023-03-10 14:00:00,59.92,186.53,15.33,28.59,27.24,38.25,29.05,,40.59,0.88,2.52,0.64,1.62,39.09,1.5,279.88,996.55,0.83,27.69,0.0
2023-03-10 14:00:00,2023-03-10 15:00:00,50.3,141.53,16.0,30.38,28.73,38.16,29.16,,41.74,0.85,2.38,0.63,1.55,39.57,1.49,275.96,996.8,0.79,27.82,0.0
2023-03-10 15:00:00,2023-03-10 16:00:00,,,15.63,31.68,29.11,35.99,19.29,,38.56,0.84,1.99,0.55,1.18,37.07,1.46,278.68,996.58,0.61,27.55,0.0
2023-03-10 16:00:00,2023-03-10 17:00:00,31.6,159.85,15.97,30.09,28.57,37.7,18.02,,35.29,0.81,1.95,0.53,1.09,39.62,1.65,273.08,996.8,0.57,27.08,0.0
2023-03-10 17:00:00,2023-03-10 18:00:00,61.93,141.82,16.9,31.4,29.96,40.19,18.29,,32.04,0.78,2.12,0.54,1.17,43.4,1.68,270.39,997.08,0.64,26.07,0.0
2023-03-10 18:00:00,2023-03-10 19:00:00,63.05,134.7,17.45,38.73,34.26,49.75,25.72,,26.29,0.78,1.95,0.55,1.18,47.75,1.82,269.49,996.65,0.64,25.25,0.0
2023-03-10 19:00:00,2023-03-10 20:00:00,59.3,139.4,15.31,35.95,31.1,43.96,27.08,,23.16,0.8,3.64,0.71,2.12,50.77,1.72,269.14,995.42,0.9,25.36,0.0
2023-03-10 20:00:00,2023-03-10 21:00:00,61.18,151.93,16.24,38.61,33.26,45.59,27.91,,17.57,0.83,4.44,0.83,2.64,53.41,1.57,267.95,996.17,1.06,25.35,0.0
2023-03-10 21:00:00,2023-03-10 22:00:00,68.13,172.0,20.87,36.0,35.59,51.12,17.41,,16.33,0.86,5.85,1.06,3.64,55.11,1.54,266.77,996.7,1.38,25.37,0.0
2023-03-10 22:00:00,2023-03-10 23:00:00,63.5,173.08,20.16,34.83,34.4,50.17,14.76,,16.11,0.84,4.79,0.91,2.96,57.68,1.35,264.91,996.7,1.33,23.86,0.0
2023-03-10 23:00:00,2023-03-11 00:00:00,58.6,176.17,21.87,34.8,35.73,52.93,15.28,,16.04,0.82,4.65,0.98,3.25,60.41,1.24,266.19,997.77,1.38,21.42,0.0
2023-03-11 00:00:00,2023-03-11 01:00:00,51.92,194.1,27.08,37.57,41.35,59.2,23.94,,16.25,0.85,4.44,0.98,3.1,62.71,0.71,258.63,998.12,1.35,21.01,0.0
2023-03-11 01:00:00,2023-03-11 02:00:00,51.95,197.4,36.79,41.43,51.13,70.99,25.34,,16.27,0.83,4.16,0.93,2.97,66.93,2.14,266.42,998.85,1.35,22.96,0.0
2023-03-11 02:00:00,2023-03-11 03:00:00,48.83,209.05,46.32,45.62,60.99,82.01,25.69,,16.24,0.83,3.93,0.9,2.86,69.96,3.0,270.64,999.0,1.33,23.82,0.0
2023-03-11 03:00:00,2023-03-11 04:00:00,65.3,243.65,56.18,50.65,71.48,92.84,12.87,,16.38,0.85,3.83,0.89,2.79,70.18,3.01,271.0,999.0,1.35,23.8,0.0
2023-03-11 04:00:00,2023-03-11 05:00:00,62.58,238.38,51.49,48.68,66.69,88.2,14.46,,16.66,0.87,4.56,1.0,3.1,68.0,3.0,270.86,999.0,1.47,23.95,0.0
2023-03-11 05:00:00,2023-03-11 06:00:00,61.75,210.27,49.59,48.11,64.89,87.35,13.86,,16.29,0.89,4.63,0.98,2.96,68.18,3.01,270.23,999.0,1.47,23.79,0.0
2023-03-11 06:00:00,2023-03-11 07:00:00,82.88,221.35,38.57,45.39,54.7,78.01,16.9,,16.08,0.89,3.82,0.81,2.25,68.51,3.04,269.72,999.0,1.2,23.32,0.0
2023-03-11 07:00:00,2023-03-11 08:00:00,91.1,195.47,34.9,42.49,50.18,74.02,17.01,,16.0,0.85,2.84,0.68,1.72,67.05,2.94,268.87,998.97,1.04,23.72,0.0
2023-03-11 08:00:00,2023-03-11 09:00:00,76.78,172.9,29.42,42.76,45.89,69.28,17.38,,16.14,0.85,2.75,0.64,1.57,57.3,1.37,267.53,997.15,0.94,25.46,0.0
2023-03-11 09:00:00,2023-03-11 10:00:00,80.88,155.52,18.27,44.87,38.14,55.5,14.55,,18.46,0.8,2.48,0.63,1.52,50.49,1.31,273.12,996.67,0.85,25.72,0.0
2023-03-11 10:00:00,2023-03-11 11:00:00,70.38,123.22,15.76,37.41,32.19,43.97,13.94,,27.22,0.82,2.52,0.73,1.85,43.55,1.41,266.18,997.05,0.84,26.53,0.0
2023-03-11 11:00:00,2023-03-11 12:00:00,60.25,169.4,16.33,30.39,29.0,40.89,14.07,,43.14,0.78,2.31,0.66,1.56,38.09,1.51,269.87,996.8,0.77,28.03,0.0
2023-03-11 12:00:00,2023-03-11 13:00:00,47.58,230.18,16.61,30.3,29.17,41.37,33.28,,47.97,0.75,2.17,0.65,1.51,32.92,1.61,272.19,996.0,0.73,28.67,0.0
2023-03-11 13:00:00,2023-03-11 14:00:00,40.58,158.5,15.51,30.52,28.43,40.38,36.97,,44.36,0.74,2.27,0.65,1.46,30.23,1.47,274.06,996.22,0.71,29.42,0.0
2023-03-11 14:00:00,2023-03-11 15:00:00,48.5,141.53,15.93,29.46,28.19,39.65,37.45,,42.65,0.74,2.52,0.69,1.63,30.76,1.33,269.29,995.75,0.77,30.43,0.0
2023-03-11 15:00:00,2023-03-11 16:00:00,54.52,153.23,15.3,28.94,27.41,40.09,29.11,,39.0,0.71,2.05,0.6,1.31,27.71,1.32,272.0,995.08,0.66,29.79,0.0
2023-03-11 16:00:00,2023-03-11 17:00:00,36.88,125.85,15.81,29.23,28.0,41.78,26.86,,35.72,0.72,1.91,0.59,1.26,28.86,1.24,268.19,996.17,0.62,30.37,0.0
2023-03-11 17:00:00,2023-03-11 18:00:00,29.43,107.62,15.82,29.89,28.31,43.78,27.61,0.6,32.28,0.7,1.75,0.57,1.19,30.32,1.67,272.63,995.58,0.62,28.5,0.0
2023-03-11 18:00:00,2023-03-11 19:00:00,33.02,98.3,15.67,33.67,30.17,46.41,25.06,0.6,24.36,0.68,1.6,0.55,1.16,35.35,1.4,264.53,995.52,0.63,26.74,0.0
2023-03-11 19:00:00,2023-03-11 20:00:00,37.57,133.12,21.62,44.72,40.73,58.55,24.04,0.6,16.23,0.73,1.83,0.59,1.45,41.3,1.22,264.96,995.25,0.7,24.29,0.0
2023-03-11 20:00:00,2023-03-11 21:00:00,38.8,157.6,40.94,52.31,57.26,80.3,21.7,0.56,14.14,0.75,1.89,0.62,1.73,45.57,1.08,265.2,995.83,0.81,22.66,0.0
2023-03-11 21:00:00,2023-03-11 22:00:00,39.8,202.47,53.12,51.9,69.7,87.8,13.71,0.6,16.53,0.79,3.31,0.88,3.24,47.47,1.12,264.97,995.6,1.35,21.99,0.0
2023-03-11 22:00:00,2023-03-11 23:00:00,43.83,244.35,63.13,55.78,79.73,97.82,9.62,0.6,16.22,0.8,3.78,1.03,3.74,48.96,1.04,264.96,995.8,1.44,21.58,0.0
2023-03-11 23:00:00,2023-03-12 00:00:00,48.2,266.6,63.43,47.27,84.35,103.78,10.18,0.6,16.18,0.76,3.83,0.95,3.48,51.46,1.1,265.16,996.17,1.38,21.27,0.0
2023-03-12 00:00:00,2023-03-12 01:00:00,43.55,287.9,79.45,61.24,95.63,115.96,10.05,0.6,16.28,0.81,4.21,1.02,3.71,52.82,1.05,264.51,996.22,1.46,21.56,0.0
2023-03-12 01:00:00,2023-03-12 02:00:00,48.57,316.97,84.51,62.27,100.24,119.04,9.87,0.6,16.23,0.83,4.48,1.03,3.65,53.17,1.12,265.19,996.3,1.5,21.29,0.0
2023-03-12 02:00:00,2023-03-12 03:00:00,48.02,305.77,83.72,64.39,100.72,122.52,8.84,0.6,16.07,0.9,5.97,1.27,4.5,55.57,0.99,264.53,996.45,1.8,19.81,0.0
2023-03-12 03:00:00,2023-03-12 04:00:00,51.85,299.08,104.04,74.53,122.26,141.38,23.79,0.6,16.05,0.97,5.52,1.2,4.13,58.8,,,997.6,1.69,20.09,0.0
2023-03-12 04:00:00,2023-03-12 05:00:00,53.63,288.67,128.56,85.36,147.56,165.69,25.13,0.6,16.17,0.98,5.96,1.26,4.38,61.2,0.47,255.96,997.97,1.76,20.14,0.0
2023-03-12 05:00:00,2023-03-12 06:00:00,57.27,284.0,133.41,85.65,151.58,167.61,23.64,0.6,16.13,1.02,6.05,1.26,4.35,54.64,1.1,266.16,996.73,1.81,20.29,0.0
2023-03-12 06:00:00,2023-03-12 07:00:00,55.17,295.93,118.84,82.5,138.31,154.37,16.32,0.6,15.94,1.0,5.89,1.23,4.13,53.44,1.1,264.03,996.1,1.7,19.87,0.0
2023-03-12 07:00:00,2023-03-12 08:00:00,43.38,240.3,111.72,81.87,132.25,148.78,16.32,0.6,16.14,1.01,6.53,1.37,4.5,51.17,1.09,264.42,995.9,1.77,21.08,0.0
2023-03-12 08:00:00,2023-03-12 09:00:00,51.45,219.62,103.27,78.32,123.64,137.98,15.38,0.6,16.04,0.99,6.8,1.46,4.67,46.33,1.39,260.8,996.03,1.79,23.37,0.0
2023-03-12 09:00:00,2023-03-12 10:00:00,44.7,204.77,73.36,74.41,97.69,113.88,20.94,0.6,16.35,1.04,7.35,1.62,4.98,43.04,1.6,261.44,995.52,1.9,25.36,0.0
2023-03-12 10:00:00,2023-03-12 11:00:00,42.17,191.95,48.59,61.32,71.0,87.86,21.76,0.6,21.19,0.97,4.73,1.16,3.44,40.4,1.88,258.84,995.7,1.42,26.87,0.0
2023-03-12 11:00:00,2023-03-12 12:00:00,53.13,189.45,27.54,52.53,49.54,67.3,21.42,0.6,37.28,0.9,3.93,1.03,2.84,36.53,1.34,263.54,996.4,1.22,28.47,0.0
2023-03-12 12:00:00,2023-03-12 13:00:00,44.47,182.97,17.37,40.4,35.07,49.47,25.48,0.6,53.32,0.87,3.35,0.89,2.39,33.15,1.57,265.6,995.9,1.05,29.39,0.0
2023-03-12 13:00:00,2023-03-12 14:00:00,38.57,183.7,16.59,34.27,31.21,44.62,27.61,0.6,60.61,0.81,2.96,0.85,2.21,30.69,1.45,266.43,995.77,0.96,30.97,0.0
2023-03-12 14:00:00,2023-03-12 15:00:00,39.42,197.45,15.93,31.56,29.31,41.75,27.36,0.6,55.62,0.81,2.64,0.81,2.09,32.1,1.22,269.0,995.43,0.87,32.56,0.0
2023-03-12 15:00:00,2023-03-12 16:00:00,35.75,181.95,16.35,32.63,30.17,43.48,14.15,0.6,47.88,0.76,2.31,0.69,1.62,33.73,1.55,263.88,995.85,0.77,30.99,0.0
2023-03-12 16:00:00,2023-03-12 17:00:00,34.07,144.63,15.41,31.35,28.75,44.11,18.2,0.6,37.08,0.74,2.4,0.7,1.67,32.01,1.72,280.84,995.8,0.79,30.9,0.0
2023-03-12 17:00:00,2023-03-12 18:00:00,30.8,130.1,16.13,34.22,30.91,49.13,19.68,0.6,29.11,0.69,2.43,0.66,1.53,,1.63,272.91,995.4,0.75,29.81,0.0
2023-03-12 18:00:00,2023-03-12 19:00:00,34.2,141.27,18.15,41.3,36.17,59.92,22.3,0.6,16.95,0.69,1.85,0.6,1.34,36.4,1.17,263.26,995.3,0.69,26.5,0.0
2023-03-12 19:00:00,2023-03-12 20:00:00,36.82,150.32,25.83,45.36,44.46,63.91,23.03,0.6,16.15,0.76,2.53,0.77,2.08,42.42,1.13,263.44,995.42,0.94,24.7,0.0
2023-03-12 20:00:00,2023-03-12 21:00:00,39.87,175.13,30.72,42.4,46.78,64.72,22.52,0.6,16.56,0.74,3.45,0.97,2.9,49.64,1.24,264.02,995.47,1.17,23.66,0.0
2023-03-12 21:00:00,2023-03-12 22:00:00,39.85,188.82,30.21,39.11,44.65,65.36,26.65,0.6,16.54,0.74,3.53,0.94,2.97,51.92,1.16,263.99,996.0,1.23,22.94,0.0
2023-03-12 22:00:00,2023-03-12 23:00:00,41.0,100.45,34.67,40.18,48.79,68.08,27.67,0.6,16.78,0.69,2.33,0.76,2.01,53.15,1.24,264.21,996.43,0.87,23.45,0.0
2023-03-12 23:00:00,2023-03-13 00:00:00,41.5,116.9,38.44,35.47,55.19,76.4,27.18,0.6,13.71,0.75,3.31,0.92,2.88,54.5,1.27,263.65,996.8,1.24,23.08,0.0
2023-03-13 00:00:00,2023-03-13 01:00:00,32.77,220.57,44.99,44.18,59.19,80.05,27.97,0.6,16.33,0.79,3.33,0.92,2.94,55.42,1.25,263.82,997.17,1.35,22.41,0.0
2023-03-13 01:00:00,2023-03-13 02:00:00,48.45,219.18,49.58,45.95,63.75,85.98,27.05,0.56,16.37,0.8,3.38,0.9,2.89,55.95,1.21,264.08,997.22,1.3,22.0,0.0
2023-03-13 02:00:00,2023-03-13 03:00:00,43.37,243.17,52.93,46.6,66.76,88.52,26.81,0.6,16.22,0.81,3.46,0.91,2.95,57.67,1.21,264.46,997.5,1.34,21.17,0.0
2023-03-13 03:00:00,2023-03-13 04:00:00,38.03,258.52,59.47,51.92,74.75,96.0,27.37,0.6,16.23,0.84,3.78,0.96,3.21,58.93,,,997.65,1.45,21.15,0.0
2023-03-13 04:00:00,2023-03-13 05:00:00,41.13,267.93,66.66,54.18,81.72,104.37,27.29,0.6,16.36,0.83,5.11,1.15,3.85,60.04,,,997.7,1.68,21.13,0.0
2023-03-13 05:00:00,2023-03-13 06:00:00,45.52,602.7,87.71,64.2,103.8,121.87,30.63,0.6,16.44,0.87,4.43,1.1,3.6,62.01,0.5,256.07,997.9,1.61,21.38,0.0
2023-03-13 06:00:00,2023-03-13 07:00:00,46.07,482.65,113.9,75.76,130.84,145.21,24.45,0.6,16.34,0.93,5.04,1.27,4.28,64.77,0.91,257.6,998.47,1.83,21.93,0.0
2023-03-13 07:00:00,2023-03-13 08:00:00,46.17,384.1,127.2,80.01,143.66,156.06,24.02,0.6,16.55,0.97,4.57,1.09,3.68,61.0,1.24,264.72,997.9,1.63,23.07,0.0
2023-03-13 08:00:00,2023-03-13 09:00:00,55.0,450.9,134.33,85.44,152.29,160.64,24.43,0.6,16.59,0.96,4.68,1.08,3.55,52.51,1.08,262.22,996.55,1.58,25.52,0.0
2023-03-13 09:00:00,2023-03-13 10:00:00,64.5,446.6,123.57,85.7,143.74,150.82,15.53,0.6,16.75,0.95,4.46,1.05,3.36,47.4,1.18,264.02,996.3,1.5,26.33,0.0
2023-03-13 10:00:00,2023-03-13 11:00:00,60.38,290.92,93.08,75.74,114.15,121.81,13.08,0.6,17.51,0.92,4.41,1.08,3.48,42.48,1.56,270.63,996.42,1.49,27.93,0.0
2023-03-13 11:00:00,2023-03-13 12:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-13 12:00:00,2023-03-13 13:00:00,61.13,275.5,16.44,39.7,33.93,47.11,28.26,0.6,31.38,0.83,3.35,0.84,2.36,34.68,1.36,273.79,997.33,1.01,30.48,0.0
2023-03-13 13:00:00,2023-03-13 14:00:00,56.05,238.3,15.52,32.49,29.44,42.0,29.86,0.6,36.81,0.8,3.04,0.78,2.15,34.89,1.42,266.62,996.45,0.89,30.94,0.0
2023-03-13 14:00:00,2023-03-13 15:00:00,60.5,193.9,18.87,32.6,32.16,45.74,28.76,0.6,39.16,0.74,,0.58,1.43,34.83,1.15,271.63,995.9,0.65,31.37,0.0
2023-03-13 15:00:00,2023-03-13 16:00:00,65.4,174.2,16.73,29.59,28.87,39.55,25.77,0.6,35.37,0.72,1.87,0.58,1.48,34.38,1.55,272.24,996.25,0.67,32.03,0.0
2023-03-13 16:00:00,2023-03-13 17:00:00,63.4,160.05,18.58,32.05,31.72,45.36,26.46,0.6,33.28,0.69,,0.59,1.5,34.44,1.77,267.53,996.3,0.66,31.47,0.0
2023-03-13 17:00:00,2023-03-13 18:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-13 18:00:00,2023-03-13 19:00:00,60.2,140.9,18.32,34.16,32.56,48.5,23.79,0.6,21.46,0.71,,0.59,1.39,41.32,1.78,265.36,995.1,0.66,31.03,0.0
2023-03-13 19:00:00,2023-03-13 20:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-13 20:00:00,2023-03-13 21:00:00,61.6,194.2,30.4,44.05,47.38,60.34,25.81,0.6,16.42,0.89,,0.87,3.05,53.48,1.58,265.0,997.4,1.21,27.73,0.0
2023-03-13 21:00:00,2023-03-13 22:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-13 22:00:00,2023-03-13 23:00:00,76.2,212.2,36.64,40.93,50.85,62.24,17.69,0.6,17.15,1.04,,1.69,6.36,58.46,,,997.8,2.24,24.55,0.0
2023-03-13 23:00:00,2023-03-14 00:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-14 00:00:00,2023-03-14 01:00:00,79.8,254.05,36.2,40.42,50.19,59.22,28.93,0.6,16.07,1.01,6.09,1.15,4.2,59.24,,,997.7,1.64,23.62,0.0
2023-03-14 01:00:00,2023-03-14 02:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-14 02:00:00,2023-03-14 03:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-14 03:00:00,2023-03-14 04:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-14 04:00:00,2023-03-14 05:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-14 05:00:00,2023-03-14 06:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-14 06:00:00,2023-03-14 07:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-14 07:00:00,2023-03-14 08:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-14 08:00:00,2023-03-14 09:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-14 09:00:00,2023-03-14 10:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-14 10:00:00,2023-03-14 11:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-14 11:00:00,2023-03-14 12:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-14 12:00:00,2023-03-14 13:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-14 13:00:00,2023-03-14 14:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-14 14:00:00,2023-03-14 15:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-14 15:00:00,2023-03-14 16:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-14 16:00:00,2023-03-14 17:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-14 17:00:00,2023-03-14 18:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-14 18:00:00,2023-03-14 19:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-14 19:00:00,2023-03-14 20:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-14 20:00:00,2023-03-14 21:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-14 21:00:00,2023-03-14 22:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-14 22:00:00,2023-03-14 23:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-14 23:00:00,2023-03-15 00:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-15 00:00:00,2023-03-15 01:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-15 01:00:00,2023-03-15 02:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-15 02:00:00,2023-03-15 03:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-15 03:00:00,2023-03-15 04:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-15 04:00:00,2023-03-15 05:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-15 05:00:00,2023-03-15 06:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-15 06:00:00,2023-03-15 07:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-15 07:00:00,2023-03-15 08:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-15 08:00:00,2023-03-15 09:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-15 09:00:00,2023-03-15 10:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-15 10:00:00,2023-03-15 11:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-15 11:00:00,2023-03-15 12:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-15 12:00:00,2023-03-15 13:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-15 13:00:00,2023-03-15 14:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-15 14:00:00,2023-03-15 15:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-15 15:00:00,2023-03-15 16:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-15 16:00:00,2023-03-15 17:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-15 17:00:00,2023-03-15 18:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-15 18:00:00,2023-03-15 19:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-15 19:00:00,2023-03-15 20:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-15 20:00:00,2023-03-15 21:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-15 21:00:00,2023-03-15 22:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-15 22:00:00,2023-03-15 23:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-15 23:00:00,2023-03-16 00:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-16 00:00:00,2023-03-16 01:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-16 01:00:00,2023-03-16 02:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-16 02:00:00,2023-03-16 03:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-16 03:00:00,2023-03-16 04:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-16 04:00:00,2023-03-16 05:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-16 05:00:00,2023-03-16 06:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-16 06:00:00,2023-03-16 07:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-16 07:00:00,2023-03-16 08:00:00,,,,,,,,,,,,,,,,,,,,
2023-03-16 08:00:00,2023-03-16 09:00:00,70.3,303.6,29.17,47.5,48.32,67.03,12.04,0.6,16.64,1.15,5.41,0.99,3.01,50.41,1.57,258.95,995.5,1.28,27.25,0.0
2023-03-16 09:00:00,2023-03-16 10:00:00,71.77,300.15,20.59,47.92,41.56,57.34,30.39,0.6,16.63,1.03,4.52,0.84,2.33,49.78,1.51,260.69,994.62,1.05,28.06,0.0
2023-03-16 10:00:00,2023-03-16 11:00:00,80.3,251.65,17.8,52.9,42.01,60.77,32.28,0.25,17.27,,,,,44.81,1.35,262.38,994.72,,29.03,0.0
2023-03-16 11:00:00,2023-03-16 12:00:00,88.72,247.85,16.33,44.75,36.5,51.18,35.55,,,,,,,37.16,1.94,265.38,995.58,,30.68,0.0
